1981-01-01
"Air temperature"	"Precipitation"
1.06	0
-0.71	0
1.91	0
3.43	0
5.17	0
5.67	0.04
6.24	1.24
6.91	0.02
6.19	0
4.28	1.24
6.14	0.28
3.77	0.08
1.85	0.86
2.66	2.54
3.29	0.2
3.26	11.68
0.61	5.74
-0.97	1.34
-0.79	3.12
-0.27	1.82
0.29	7.88
0.56	5
0.73	2.24
0.81	3.38
0.54	4.32
1.78	0.56
1.50	3.14
2.56	0
2.65	0
2.30	0.22
1.95	0.4
1.49	2.7
3.24	3.62
2.48	1.4
1.87	0.08
3.46	1.68
3.38	0
2.94	0
5.91	0
5.35	0
5.44	0
2.32	0
4.07	0
5.98	0.24
9.97	0.18
5.63	12.5
4.78	1.84
1.74	0
1.84	0
5.65	0.36
7.96	0
11.12	1.46
9.72	4.3
6.56	0.78
8.58	0.14
8.48	2.82
8.51	6.28
9.54	3.16
6.22	19.02
8.01	0.22
10.15	2.22
10.73	0.7
9.79	2.72
5.41	0.1
6.20	5.24
3.64	1.76
3.57	0.02
3.02	0.74
3.34	0.8
4.14	0.28
3.60	7.18
4.89	2.9
5.55	2.02
5.08	0
3.14	0.02
6.05	0
4.47	0
7.59	0.02
9.67	0
9.57	1.38
5.24	0.54
4.40	0.7
3.29	1.82
2.35	4.86
5.05	6.4
7.96	0.94
6.78	0.18
6.65	2.92
10.93	0
7.88	5.58
7.75	0.32
6.57	2.72
8.64	0.98
7.36	13.5
11.15	0
9.50	2.1
10.83	0.2
10.54	0
9.29	0.26
7.70	0.24
11.74	0.14
13.32	0.14
13.97	0.02
15.14	0.16
13.00	0
12.74	0.16
14.12	0.04
11.62	1.86
10.69	0.78
11.13	0
12.33	0
12.77	0
14.39	0
13.83	0.04
10.14	0.74
10.36	0.1
9.09	1.58
8.12	0.28
9.62	0
9.77	0
14.94	0
15.87	5.18
13.83	0
10.93	0.68
14.51	1.82
11.69	0.1
10.90	8.32
10.21	11.9
10.47	2.22
11.37	1.74
8.93	7.5
11.83	1.72
11.21	0.32
10.84	0
11.80	4.86
14.33	0
14.41	0.12
16.89	0
13.39	1.68
15.86	0
12.90	0
13.29	0
11.84	0
13.11	0
12.39	0
16.93	0
16.91	0
15.65	2.38
17.54	6.28
15.50	32.16
12.11	0
13.10	0.12
15.15	0
12.78	0
13.02	0
13.69	0.2
13.08	0.54
10.04	0
13.10	1.7
11.24	0.42
12.47	0
13.70	0
14.24	0
15.78	0.64
14.23	0
14.88	0.22
15.19	1
15.47	2.88
12.99	0.02
13.95	0
14.52	0
13.26	0
14.08	0
16.39	0.08
14.92	0.02
19.29	0
17.79	2.84
16.62	1.3
13.77	1.14
12.49	7.66
15.72	0.18
10.73	11.7
12.72	7.34
13.07	1.98
12.57	4.1
12.41	0.18
11.64	0.2
10.61	0.1
11.51	0
11.25	13.7
17.59	1.92
14.45	0.38
15.53	0.04
10.06	0
11.59	0
11.53	0
12.29	0
10.59	0.08
12.56	0.2
12.49	0.2
9.53	0
10.24	0
10.64	0.02
12.13	0
10.18	0
11.52	0
11.29	0
10.59	0
10.49	0.2
10.15	0
8.12	0
9.94	0
9.56	0.12
13.45	0
10.83	0.5
9.88	0.08
8.65	1.18
10.85	0.04
10.71	0.22
7.55	0.12
9.14	3.1
11.26	2.58
6.95	1.38
9.94	2.22
12.23	1.18
14.81	6.26
5.85	0.2
7.75	0.04
6.10	0
9.01	6.08
10.63	7.78
10.19	0.12
11.94	6.12
11.52	1.36
6.53	2.7
6.76	0.14
8.92	0.56
8.88	0.62
8.29	0.74
8.77	0.52
7.73	0.24
10.84	0
11.67	12.5
11.80	9.8
7.13	14.96
7.80	4.84
7.27	12.84
5.79	0.18
5.90	7.98
10.38	0.56
9.18	0.28
10.69	0.1
11.69	5.42
8.11	3.98
5.73	12.36
5.08	3.58
2.29	0.04
1.59	4.06
1.79	0
1.20	0
-0.63	3.04
1.10	0.94
4.16	5.26
6.27	1.36
7.63	2.32
7.72	0.36
2.83	0.18
-1.46	0.02
-3.97	1.38
-2.96	3.5
-1.42	0
-2.15	0
-1.81	0.12
-1.26	12.02
-0.58	2.82
-0.31	0.06
-0.43	0.92
-1.14	4.54
1.12	1.54
3.53	0.32
3.30	0.38
3.81	0.04
0.46	28.98
0.99	13.76
1.09	0
-1.63	3.48
2.32	11.78
6.21	0.02
6.95	0.06
4.38	0
3.42	0.18
1.03	2.38
-0.30	0.82
1.00	0.06
4.18	0.3
2.84	0
-0.75	1.4
-0.61	5.46
0.21	0.04
0.67	0
0.38	0
-2.51	0
-2.35	0.22
-1.51	0
-0.82	0.04
0.90	0.08
1.20	0.52
0.65	0.58
1.48	3.44
1.58	0.94
-0.63	0
-0.56	0.22
0.37	2.36
-1.91	0.2
-2.63	0
-2.01	0.44
-0.90	0.38
-1.33	0
-3.31	0
-2.35	0.04
-0.89	0.02
3.59	3.52
6.44	0
10.64	0
8.23	0
5.55	0
2.14	0.16
2.71	1.02
2.07	2.24
1.96	0.24
0.73	0
1.08	0
-2.17	0.04
-1.63	0.1
2.73	0.22
0.73	0.08
1.85	0.34
3.55	0
4.47	0
2.88	0
1.95	1
1.54	0.28
2.51	0.14
2.75	0
2.44	0.12
1.34	0
0.23	0.1
3.39	0.06
3.70	1.2
4.22	0
6.87	1.1
5.74	2.3
3.51	0.56
2.13	7.78
2.91	1.34
2.67	0.2
2.71	1.38
2.51	9.64
5.69	7.34
3.32	0.94
3.79	12.96
3.25	5.46
5.55	1.28
5.65	1.42
7.76	6.28
4.02	1.92
4.06	0.34
0.95	0
3.96	1.22
5.53	5.52
5.86	1.42
3.59	1.4
4.63	0
3.31	0
5.32	0.08
3.65	0
6.94	2.96
3.29	0
5.72	0
5.10	0
7.18	0
7.10	0
8.76	0
9.34	1.18
5.69	12.98
8.10	0.02
8.36	0.06
7.31	2.14
6.15	0.86
4.38	0.58
3.67	3.14
5.21	0.06
6.70	2.38
7.01	2
7.31	0.2
8.19	2.94
5.38	0.12
4.91	0.14
7.15	0
7.80	0
8.72	0
9.39	0
8.68	0.46
3.85	1.2
4.32	3.38
6.48	2.76
4.97	0.4
7.70	0
8.81	0
8.75	0
10.09	0.5
7.10	0
4.52	0.04
9.00	0.02
9.91	0
5.52	0
6.46	0
8.35	0
7.37	0.9
3.62	0
3.29	0.4
4.34	0.1
4.17	0
5.27	0.34
7.60	0.14
2.84	0
5.28	0.02
8.73	1.74
11.90	1.56
11.02	0.06
11.46	0
13.93	0
13.27	0
8.67	14.28
7.15	22.02
3.35	4.88
1.76	2
3.25	11.68
4.25	3.26
5.87	2.9
5.73	7.9
6.26	1.46
6.91	0.26
9.67	0.14
9.68	0
10.70	0
10.22	0.24
10.48	20.86
10.03	27.18
8.05	6.6
7.27	9.78
6.68	0.06
4.30	0.08
4.59	0
6.27	0
9.06	2.18
13.17	0
8.67	0
11.25	0
14.86	0
14.21	0
12.46	0
11.98	0
8.70	0.04
11.40	0
11.27	0
12.51	4.24
11.49	1.38
14.67	0.18
15.48	0
10.45	0.54
14.74	0.14
11.73	14.04
11.26	7.76
11.20	1.68
8.60	0
7.19	1.6
9.50	1.52
11.30	3.72
10.91	0.98
12.14	3.46
12.36	1.84
9.83	37.24
10.18	0.56
9.16	0
9.96	0.08
7.83	1.36
8.39	2.12
8.22	9.32
9.32	0.36
11.90	0
7.72	23.18
8.84	12.7
10.76	1
10.56	2.56
12.67	0.4
13.46	0.24
16.50	0
17.53	0.18
17.26	0.06
15.69	0
15.20	0
13.07	0
14.16	0.44
15.15	4.32
14.35	0.1
11.63	2.5
16.20	0.28
14.41	0
15.37	0
15.33	0.02
15.84	0
15.65	0
14.14	6.76
15.31	7.12
15.27	6.18
14.96	3.52
13.92	7.06
14.11	4.88
14.17	7.88
13.18	1.12
12.41	0.2
15.36	3.32
16.61	0.02
11.41	0
13.53	0
13.20	0
12.35	0
15.01	0.04
15.02	0
18.10	1.12
17.82	7.86
16.52	0.08
16.61	0.08
20.54	0.02
18.37	7.32
18.23	0.1
16.87	0
16.78	0
18.28	15.38
15.63	0.24
17.23	0.02
18.30	0.4
18.58	1.26
15.33	0.02
11.94	0.18
11.37	0.06
11.32	8.86
11.61	2.22
11.93	12.28
11.63	12.68
14.38	1.06
13.66	0
10.30	1.42
13.57	3.64
9.24	3.3
14.43	4.7
11.32	1.4
13.06	0.06
11.66	2.24
14.52	0.06
13.99	0
11.65	0
11.74	0.52
10.50	1.58
9.06	0.56
7.56	1.22
8.85	0.16
12.37	1.14
12.50	4.44
11.03	0.04
7.56	0
6.86	0.08
6.54	0
9.79	0
11.83	0.92
11.80	0.04
11.49	0.04
10.15	0
9.82	0
8.66	0
11.53	0.84
12.79	0
9.07	0.02
11.03	0
10.88	0
13.90	0
14.44	0
15.14	0
13.83	0
7.95	0
7.42	0
8.73	5.32
9.73	1.04
6.72	1.08
4.76	2.7
5.20	1.58
4.79	6.48
8.08	2.64
11.19	0.64
14.06	0.56
9.22	0
5.24	0.1
3.62	0.18
2.74	0
3.80	0
3.81	0.2
4.11	0
3.74	0.08
7.63	0.06
7.81	0
5.36	0
3.72	0
6.17	0
6.52	0
9.23	0.14
7.42	0.52
6.16	2.52
6.09	0.42
6.75	7.34
7.68	3.68
6.77	0.1
3.43	9.82
2.03	3.18
3.19	3.04
5.08	0.06
3.78	0.04
3.07	0.08
2.77	0.76
7.20	0.14
7.81	2.68
11.00	22.68
10.23	18.8
9.29	16.28
7.55	28.88
6.55	4.06
4.03	0.58
4.36	8.38
5.98	2.42
6.31	2.56
6.19	10.06
6.72	11.42
7.17	8.84
6.17	5.1
2.82	1.58
0.73	3.06
0.47	4.36
1.03	1.8
3.69	0.24
6.60	0.28
9.57	0.04
9.40	1.86
8.03	0.46
6.25	2.94
3.25	1.96
2.29	2.18
2.03	0.36
1.55	0.12
1.75	0.44
1.29	0.64
2.67	0.56
2.82	3.54
4.12	24.74
5.00	17.64
4.62	2.26
2.96	1.98
2.01	1.52
3.75	5.36
4.47	13.64
3.48	4.98
3.78	0.18
1.95	0
2.58	0
2.45	1.48
2.61	4.4
4.18	0.66
2.80	10.04
3.63	4.52
4.20	0.6
2.67	3.98
0.56	0.04
-0.04	1.56
0.76	0.16
4.15	0.62
5.71	0.32
10.26	1.02
8.90	0.08
6.77	0.02
4.45	11.86
3.54	0.78
2.98	0.96
2.47	1.12
-1.07	12.9
0.37	17.36
-1.36	10.42
-1.38	1.2
2.06	0.26
5.72	3.04
4.35	4.3
1.77	0
1.05	0.06
-2.36	0
-1.14	0.06
1.81	0.14
3.83	0.08
4.42	2.3
0.75	1.66
1.49	1.28
1.26	0.62
2.14	1.4
3.67	0.06
5.07	0
6.64	0.14
3.97	0.16
5.34	0.1
9.64	0
8.11	0.06
10.01	0
12.41	0
13.10	0
12.33	0.08
12.08	0.06
9.85	0.74
7.18	0.06
9.39	0.02
7.67	0
9.78	0.78
5.49	0.74
5.12	0.08
7.93	0
12.02	0
5.72	0
6.75	4.66
4.04	2.4
0.32	0.1
-2.83	0.3
0.10	2.48
3.09	0.06
1.10	2.96
-0.04	1.64
-3.50	18.88
-1.74	8.52
-1.40	0.1
-2.01	0.2
0.81	3.14
2.62	1.42
1.54	2.22
4.93	0.08
8.95	0
9.19	0.96
9.27	0
7.07	0
6.01	0
4.58	0.64
8.09	0
8.07	0
5.15	0
5.88	1
5.37	0.08
4.25	1.42
8.82	0.24
7.30	0.04
10.10	0
8.17	5.08
10.12	0.1
8.02	1.12
4.56	0.48
3.93	17.56
2.43	41
2.60	41.78
4.12	20.46
4.87	10.84
5.84	6.2
4.09	3.54
1.33	0.88
-0.05	3.16
1.74	5.6
1.44	3.36
0.71	1.84
0.64	3.72
2.80	0.84
0.71	6.9
4.11	0.38
3.48	0.02
2.20	0.14
4.63	1.2
7.72	2
9.01	5.66
10.41	0.04
7.64	0.94
7.73	1.98
7.10	5.18
7.11	2.4
5.78	0.8
8.03	0.2
7.72	0
7.30	0.22
6.08	1.04
8.40	1.04
10.30	0.02
6.14	1.46
5.51	1.64
9.63	0
9.59	0
11.37	0
10.51	0
6.42	0
10.92	0
12.55	0
16.13	0
13.74	0
12.77	0
13.73	0.52
11.82	0
12.11	4.74
9.06	0.98
9.33	0.28
7.27	0.04
11.85	0.1
13.35	0.34
10.53	2.06
7.16	4.74
7.19	4.44
8.70	1.42
10.26	1.54
9.42	1.8
7.64	7.5
6.43	8.18
6.62	0.5
6.69	0.44
7.63	3.82
10.20	0
10.39	6.42
12.71	15.44
9.08	8
10.19	9.28
8.94	0.32
6.99	0.32
7.03	1.7
7.85	0
8.68	5.62
8.51	1.96
9.29	0.04
9.31	0.08
10.54	0.26
14.33	0.76
15.61	0.02
17.19	0
12.46	5.6
15.57	0.18
15.72	0.06
13.03	1.12
11.69	5.86
11.42	4.98
12.48	0.58
13.35	3.54
11.80	0.12
11.73	0
11.48	0.24
13.52	2.02
15.18	1.58
14.79	0.64
10.36	0.34
11.83	0.26
14.07	0.76
14.30	0.02
11.37	8.5
12.08	1.74
8.81	21.52
9.46	3.42
11.59	0
10.25	4.92
11.85	7.56
13.45	1.46
8.78	1.7
12.50	11.26
14.44	6.02
14.31	2.7
14.52	1.4
12.31	0.36
11.09	1.28
12.51	0.36
12.64	4.5
13.89	2.62
14.35	16.64
11.65	13.28
12.25	0.5
12.89	0.16
12.37	0.04
12.52	9.04
15.16	1.36
14.49	0.1
15.06	4.78
16.16	1.96
12.55	5.36
15.18	0.12
14.13	0
16.33	0.06
15.99	2.2
15.73	10.58
13.56	0.52
15.25	0.66
11.61	1.36
13.08	2.16
14.56	0.16
11.17	0
11.37	0.26
15.04	0.34
11.98	4.2
11.51	1.68
8.24	1.6
10.00	0.1
8.20	0
9.36	0
8.57	0.1
9.96	0.64
14.77	0.52
13.79	0.48
13.25	6.7
12.72	17.34
13.83	6.52
12.35	5.7
11.84	0.22
12.53	0.5
11.32	1.12
13.58	1.76
15.85	3.36
15.56	5.26
13.80	10.26
10.60	0.58
5.14	6.66
7.20	0
11.28	0.06
9.90	2.02
9.52	5.04
10.27	1
13.50	0.06
12.13	0
14.77	0.04
16.17	0.04
11.91	0.04
9.40	0
10.51	0
10.45	1.7
11.64	0.54
11.54	1.2
11.33	10.28
11.50	0.84
9.63	30.72
9.85	8.72
9.22	1.02
8.17	1.92
6.80	2.08
7.68	0.28
7.50	0.06
5.96	0.08
6.86	0
8.65	1.22
8.97	1.74
7.39	4.86
8.05	3.02
6.94	0.94
7.25	2.26
5.63	1.02
3.03	34.76
3.88	0.68
3.38	0.04
3.22	0.46
4.30	6.46
7.31	1.36
12.28	2.66
7.74	0.12
5.05	19.54
5.75	0.18
3.97	4.68
4.50	3.72
4.87	2.12
5.09	0.56
4.60	0.42
3.54	0.1
3.57	0
-0.11	3.62
2.04	0.9
1.35	0.78
0.65	3.7
3.20	0.52
4.88	0.64
9.43	4.16
9.70	0.7
4.16	0
4.35	1.2
4.34	14.6
4.65	16.9
4.64	8.1
1.84	4.24
1.74	0.04
-3.27	0.04
-3.88	0
-2.01	0.36
2.20	3.92
7.60	0.3
6.54	0
1.52	0.38
2.05	0.22
3.31	1
3.62	0.98
5.35	4.68
5.44	0.14
1.65	0.2
3.82	3.84
6.95	0.06
4.50	0.32
3.66	2.64
0.19	3.46
-2.12	2.96
-5.34	0.08
-1.13	1.02
2.57	0.24
5.54	0.36
6.86	2.5
3.23	1.2
3.58	0.2
6.76	1.08
8.24	0.2
7.09	1.08
7.50	0.12
9.98	1.84
4.45	1.24
-0.12	1.88
-0.49	0.12
-0.26	0.12
0.99	0.66
1.43	0.5
5.29	0.22
4.26	0.18
2.70	18.46
1.97	0
0.74	0
1.40	13.12
5.08	2.36
3.88	1.44
5.48	11.5
5.26	1.06
4.37	4.38
3.55	2.98
3.52	1.68
3.47	0.48
1.62	1.44
0.65	1.42
-0.07	0.92
-1.35	0.38
-1.79	1.48
-1.75	0.5
1.14	2.62
2.30	0.64
3.65	0.9
0.51	2.18
1.86	0.36
3.40	4.14
4.58	0.18
1.73	3.34
1.91	0.32
2.76	0.08
4.94	0.1
4.07	1.02
0.92	0.18
1.47	0.04
1.21	2.5
2.21	0.4
3.98	0.76
5.56	0
4.78	0.04
4.20	0.08
4.51	0
8.83	0.08
6.17	4.72
1.75	2.04
1.53	3.3
-2.03	1.32
-4.81	4.86
-2.85	5.28
0.08	2.64
2.29	0.76
1.89	1.18
1.60	0.22
3.03	0.02
5.67	3.88
0.91	2.68
1.05	1.22
3.96	0.52
5.06	0.3
3.21	4.88
2.27	3.92
0.44	8.78
0.86	0.1
0.36	0.86
3.44	0.08
4.49	0.16
2.68	0.62
2.60	1.3
3.00	0.4
1.36	2.44
2.16	12.12
1.66	2.64
1.91	2.54
2.14	2.34
2.39	0.04
1.49	0.5
1.15	1
1.63	0
3.04	0.1
5.27	1.2
5.75	0.36
5.73	0
7.93	0.54
10.43	0
12.84	0.02
5.97	0.46
5.50	0.04
6.62	4.22
5.84	2.62
3.24	8.28
5.22	1.6
7.15	0.02
5.88	0
3.00	0.16
2.68	0
1.87	0.98
7.36	0.96
8.73	0.02
5.78	0
9.15	0
7.20	0.04
8.72	0
7.49	0.26
10.76	3.56
8.75	1
9.56	0.66
10.47	0
12.31	0
9.79	0.12
6.71	0.4
5.53	8.72
1.43	1.74
-0.51	16.38
2.21	4.32
0.96	1.26
2.26	0.38
2.56	1.16
2.80	2.06
4.41	31.08
6.17	2.28
8.94	0.84
6.78	0.06
7.33	0
8.14	0.34
9.10	0
12.28	0
9.94	0
13.80	0
9.00	0
7.66	0
8.82	0
11.15	0
9.49	0
8.58	0
8.02	2.66
7.68	5.62
8.79	6.8
10.04	3
12.29	3.04
9.14	1.08
10.14	2.82
9.14	0.24
9.71	0.14
9.62	1.04
8.99	0.16
7.97	0
7.05	0
8.73	0.04
10.55	0.12
11.08	2.6
8.31	0
11.41	0.04
9.65	0.12
10.32	0.04
13.05	0
12.78	0.34
10.58	14.92
7.69	5.72
7.56	0
9.41	0
13.34	0
13.33	4.74
9.48	6.08
9.79	17.36
9.07	12.88
8.08	10.28
8.58	2.08
8.76	0.06
9.35	0
10.02	0.46
8.95	0.32
9.74	5.58
11.22	2.74
13.98	0.14
11.74	0.06
14.70	1.38
11.40	0.02
14.21	1.08
13.19	3.42
9.84	1.72
8.75	1.84
6.88	0.02
9.47	0
13.08	0
14.74	0
14.17	0.14
12.58	20.5
12.32	3.88
11.48	1.94
12.44	1
13.80	0.02
13.23	0.56
14.26	9.4
15.37	7.44
14.29	15.74
14.46	5
15.75	4.28
18.48	0.04
16.86	0
16.28	11.58
16.09	0.02
17.10	0.1
14.45	0.58
12.60	1.26
11.30	0.26
13.52	1.6
13.04	0.72
12.50	2.3
15.00	1.44
16.40	3.4
13.73	2.68
12.79	0.18
16.10	0
16.42	0.04
12.79	0
11.28	0
12.23	0
12.86	0.04
13.63	0
14.17	0
15.98	0
16.90	0
16.46	0
17.56	0
18.73	0
14.14	0.34
14.61	0
13.13	0
11.35	0.14
9.95	0.1
9.50	0.04
8.30	0
10.17	2.8
14.64	1.48
12.59	10.68
12.28	2.14
12.27	1.38
10.16	0.34
12.76	0.46
11.30	0.94
9.39	0.14
7.74	0
10.58	0
9.86	0.04
8.52	0
11.37	3.8
16.59	0.12
14.59	0
14.21	0
12.98	1.26
14.28	0.1
15.30	0.24
15.73	0
19.95	0
18.36	0
14.60	0
17.72	0
17.52	21.56
13.83	0.12
11.66	2.2
11.89	0.08
12.58	0
14.71	7.62
11.56	3.36
10.77	0.26
8.85	0.1
8.51	0.04
11.72	4.16
8.05	1.84
9.55	4.52
13.38	13.04
13.66	48.24
14.30	0.12
12.50	8.08
13.42	1.82
12.92	1
12.69	16.52
9.95	2.74
10.68	1.94
10.68	13
7.47	5.82
8.80	0.7
7.27	1.08
5.79	3.78
7.12	9
6.08	2.88
4.61	0.1
5.33	3.82
8.19	0.52
7.95	1.34
11.37	0.16
12.26	0.28
8.10	0
8.03	0
11.33	0
8.10	0.04
8.79	0.28
8.47	0.18
9.06	0.46
8.04	0.42
6.97	7.8
6.87	3.38
7.60	19.32
9.33	7.3
10.45	1.62
9.76	13.36
9.74	4.72
9.12	2.72
8.64	0.14
7.25	0
7.28	0.1
10.58	1.3
8.60	0.12
9.96	0.3
7.94	0.24
7.22	0
11.06	6.72
6.91	8.74
5.05	0.34
3.91	0.56
6.64	0
7.48	0.04
4.30	0.46
5.19	0
6.01	0
7.09	0.62
7.60	0.12
4.27	0.18
2.46	2.34
0.45	4.8
1.25	8.54
2.39	1.46
2.54	0
2.63	0.78
5.16	0.04
6.03	1.76
5.79	0.1
5.82	0.4
5.89	2
4.99	1.74
4.72	22.14
4.99	3
4.98	7.8
2.93	0.96
1.72	9.88
-0.37	2.94
-1.70	5.06
2.80	1.88
4.77	0.48
3.29	0.06
3.99	1.96
1.93	6.32
1.06	1.28
-1.79	12.1
-0.13	0.02
-1.61	4.34
-0.31	5.9
1.16	1
3.60	2.1
1.96	1.72
-2.93	1.74
-3.09	0.22
-2.08	0.52
-0.11	4
3.02	8.16
3.88	9.8
4.11	33.06
1.68	0.82
0.17	0
0.04	0
-0.27	0.02
1.53	1.9
2.03	1.42
2.63	0.28
4.34	0.1
6.04	1
4.49	1.1
1.62	1.38
4.07	3.62
5.90	0.08
4.84	2.98
3.24	0.8
2.16	0.12
2.61	0.08
3.44	0.02
1.51	0.22
-1.71	6.98
-0.19	0.04
2.84	0.02
5.29	0.3
7.18	0.08
6.64	0.56
3.86	0.14
4.08	0.18
4.38	5.76
2.07	2.78
2.40	1.58
2.79	0
1.42	0
0.85	0.08
2.08	0.2
5.37	2.82
4.05	1.72
4.02	4
4.17	8.24
5.46	0.32
3.07	0.52
6.10	0.06
7.74	0.02
9.63	0
6.16	1.72
4.83	1.28
4.36	1.76
4.83	0.9
4.42	0.3
4.50	1.12
1.60	0.74
2.24	0.28
1.19	0.14
1.38	0.58
-0.38	0.68
0.53	1.46
0.57	3.06
1.44	0.54
-0.89	0.96
1.13	0
0.65	0
4.27	0.12
2.52	0.16
3.87	0.7
6.42	0.64
5.30	1.78
2.71	0.72
3.18	0.62
1.79	1.7
2.82	1.78
1.53	1.92
-0.50	0.66
2.86	0.06
7.86	0.14
10.52	0.16
10.35	0.06
8.88	3.32
7.39	0.08
7.94	0
8.33	0.32
9.11	1.48
4.68	1.28
5.81	0
8.97	0
6.57	0.06
5.08	0
7.28	0
8.13	0
8.06	0.32
3.92	0
0.75	22.46
3.45	0.96
3.03	1.66
2.32	1.36
3.38	0.14
3.08	0.28
4.57	0.38
6.87	0
5.86	5.72
5.28	18.08
0.63	14.1
-0.49	4
-0.15	0.22
4.14	0
4.33	0
3.07	0.36
6.69	0.02
4.71	0
5.32	1.76
3.50	16.76
3.28	16.6
3.17	6.68
2.82	1.28
2.04	2.86
2.79	0.26
1.03	5.82
5.77	0.64
6.13	3.14
9.62	2.1
9.49	1.78
8.60	4.98
7.28	12.56
7.80	19.98
4.10	26.16
5.96	36.32
8.42	0.2
8.80	0.14
9.28	0
10.73	0
9.70	0
9.15	0.1
9.28	0
7.14	0
6.98	0
8.99	0
11.12	0
11.20	0
13.33	0
9.14	0
9.04	0
8.85	0
11.24	0
13.62	0
13.75	0.88
11.12	6.56
9.35	2.32
8.47	7
8.12	1.04
6.40	0.92
10.30	4.06
9.03	1.44
9.36	1.38
7.26	1.5
7.48	4.52
5.87	9.4
5.59	8.12
7.52	2.26
7.48	1.22
7.38	7.72
7.07	4.46
11.97	0.6
10.00	0
6.37	0.74
6.52	2.1
7.38	0.28
9.35	6.5
9.56	1.2
9.99	0.96
10.19	5.48
10.24	1.2
10.00	0.12
14.02	0.92
11.88	0
10.90	0
9.35	0.04
9.94	0
14.01	0
13.84	0.18
14.74	0.06
14.36	0.02
14.79	2.26
12.97	13.52
11.15	0.26
10.02	1.18
9.04	0
9.06	0.08
11.14	0
11.20	0
7.32	0.64
9.51	0.1
11.44	0.18
12.97	0
10.74	0
11.39	0.64
9.95	0.02
10.13	0
9.78	0.48
12.04	2.38
10.21	15.3
10.58	0.54
9.42	0.34
9.92	0
13.17	0.76
11.48	0.56
11.56	0
11.78	0
9.99	0
14.38	0
16.84	0
14.25	0
15.14	0.12
16.35	0
13.19	0.02
11.70	0.12
12.69	1.56
15.25	0
14.05	1.02
14.34	8.78
15.40	2.42
15.18	8.82
14.29	1.2
16.78	3.12
12.98	0.16
12.60	0.18
14.34	0
13.91	0.16
16.97	0
11.83	4.62
14.09	7.84
14.43	4.9
16.50	0
12.85	0
14.36	0.02
15.24	16.82
16.71	0.64
13.65	4.48
12.40	3
11.54	5.98
10.72	5.72
10.35	18.62
10.74	1.18
10.86	6.62
11.46	0.56
12.45	0
16.53	0
16.70	0.32
14.91	6.88
14.78	4.38
12.19	0.4
11.42	0
10.63	0.54
11.13	7.5
13.03	10.7
11.69	1.04
8.98	0
9.44	2.6
13.31	7.64
12.52	4.74
12.63	1.1
13.11	0
12.13	0
12.26	4.34
10.19	19.02
10.73	0.84
11.99	0.18
11.78	0.96
9.56	0
10.54	0.02
11.93	7.34
11.12	0.2
7.30	26.32
9.97	3.22
9.92	7.16
13.41	1.74
11.63	0.5
12.89	4.02
12.28	0.96
11.24	10.44
12.52	2.76
7.66	0.1
9.93	1.52
12.61	0.08
10.43	0
12.59	0.18
9.44	13.58
10.27	0
5.94	0.62
7.32	0.02
5.69	4.32
6.89	0.06
4.02	42.52
5.86	34.32
6.85	23.54
8.38	5.9
9.03	2.48
9.48	0.06
9.31	0
9.35	1.98
6.40	1.34
8.61	0.02
6.82	0
5.47	2.7
7.22	0.32
4.08	0.88
7.26	0.1
8.88	4.7
9.51	0
7.09	0.82
6.69	2.04
6.37	16.38
7.06	0.38
2.33	1.54
4.34	0.08
2.51	0.32
1.06	1.12
2.97	1.16
3.66	0.36
3.33	4.92
2.61	42.12
5.41	24.18
5.92	12.58
6.32	0.74
3.90	1.14
4.05	7.62
2.96	0.26
3.21	0.42
4.91	0.18
3.33	5.9
4.08	0.38
2.02	1.16
2.26	1.8
2.20	24.7
3.20	3.44
2.30	18.32
3.11	5.06
4.49	0.14
2.68	3.4
2.95	6.26
4.83	1.06
3.21	0.54
5.84	3.32
8.09	1.92
6.45	6.62
7.33	3.2
7.55	0.4
7.23	1.84
7.59	4.68
9.02	3.34
7.44	0.3
7.11	13.06
6.11	17.12
7.31	1.24
6.17	2.04
5.51	0.26
4.94	6.92
4.41	2.2
4.26	11.44
0.12	1.94
-0.37	0.08
-2.25	0.2
-0.21	0.24
2.82	7.16
5.53	0.84
5.94	0.74
4.68	1.98
4.40	1.38
-0.01	2
-1.96	1.12
-2.71	0.22
-6.08	0.3
-5.00	3.98
-2.46	4.4
-0.61	0.1
-1.51	7.9
0.27	4.6
3.81	0.24
2.00	3.2
2.86	0.18
-0.38	1.84
-1.21	0.02
-0.04	0.34
1.88	0.18
-0.23	0.84
-1.16	0.6
-0.66	0
0.47	0
0.00	0
-0.10	0
-0.75	0
-2.06	0
-3.89	0.06
-2.17	1.04
-0.11	1.02
0.30	0.46
0.70	3.8
2.65	30.54
4.10	10.86
4.55	0.42
2.59	0.88
3.27	0.24
3.24	0
0.14	0
1.01	0
-1.74	0.82
0.30	0.04
-0.46	7.6
2.07	10.5
1.41	6.06
-1.86	6.06
-1.48	6.9
-0.29	8.5
0.24	0.12
-1.73	0
-2.77	0
-1.51	3.86
3.71	0.72
5.80	0
3.97	0
4.02	0
3.64	0
2.82	0.04
4.81	0
2.02	0.08
2.79	0
4.83	0.04
5.32	0.22
3.83	1.64
0.88	3.18
-1.46	2.18
-1.07	1.32
-3.97	8.26
-1.63	1.02
-3.28	0.48
-5.66	0.08
-6.83	0.04
-6.62	0.1
-1.67	0.12
2.86	0
-0.15	4.26
4.27	0.54
